,0
2167,19.6%
2168,41.7%
2169,51.9%
2170,13%
2171,49%
2172,49%
2173,16%
2174,2.6%
2175,3.1%
2176,3.2%
2177,7-8%
2178,2%
2179,5-6%
2180,2%
2181,1%
2182,4%
2183,4%
2184,0.6%
2185,19.8%
2186,1.9%
2187,20%
2188,-30%
2189,20%
2190,-30%
2191,60%
2192,50%
2193,40%
2194,46.1%
2195,10%
2196,10%
2197,5%
2198,135%
2199,97%
2200,3.3%
2201,2.9%
2202,50%
2203,65%
2204,74.3%
2205,8.7%
2206,3%
2207,95%
2208,3%
2209,58%
2210,60%
2211,30%
2212,4.8%
2213,44%
2214,25%
2215,22%
2216,10%
2217,163.4%
2218,90%
2219,80%
2220,9%
2221,20%
2222,1%
2223,9%
2224,48%
2225,26.5%
2226,15.1%
2227,4%
2228,59%
2229,8%
2230,39.6%
2231,0.7%
2232,9.5%
2233,51.3%
2234,45.1%
2235,3.6%
2236,84%
2237,49.1%
2238,78.2%
2239,8%
2240,1%
2241,90%
2242,1%
2243,23%
2244,173%
2245,110%
2246,50%
2247,44%
2248,40%
2249,62.6%
2250,49.1%
2251,3.7%
2252,3.1%
2253,2.9%
2254,5-6%
2255,2%
2256,11%
2257,5.63%
2258,5%
2259,4%
2260,4%
2261,0.7%
2262,0.9%
2263,-0.1%
2264,1.3%
2265,0.5%
2266,5%
2267,6%
2268,5%
2269,19%
2270,10%
2271,1.5%
2272,17.4%
2273,8.6%
2274,39.6%
2275,6.4%
2276,24.7%
2277,29.7%
2278,29.5%
2279,23.0%
2280,33.9%
2281,11.1%
2282,2.9%
2283,8%
2284,80%
2285,-0.1%
2286,1.1%
2287,1.7%
2288,2.7%
2289,2.1%
2290,5%
2291,5%
2292,5%
2293,41%
2294,4.2%
2295,21.2%
2296,31.6%
2297,15.2%
2298,24.0%
2299,38.0%
2300,3.1%
2301,14.2%
2302,30.3%
2303,40%
2304,20%
2305,2%
2306,19%
2307,4%
2308,4%
2309,35%
2310,4%
2311,4%
2312,90%
2313,0.2%
2314,0.4%
2315,0.5%
2316,0.5%
2317,7%
2318,2%
2319,7%
2320,0.5%
2321,1.3%
2322,1.3%
2323,1.8%
2324,9%
2325,19%
2326,-0.2%
2327,-0.2%
2328,+0.2%
2329,1.5%
2330,3%
2331,1%
2332,3%
2333,1%
2334,3%
2335,1%
2336,3%
2337,1.60%
2338,0.6%
2339,0.3%
2340,0.7%
2341,6%
2342,2%
2343,100%
2344,11.9%
2345,5.8%
2346,4.1%
2347,"1,565%"
2348,45%
2349,8%
2350,51%
2351,33.8%
2352,34.1%
2353,18.8%
2354,4%
2355,19.9%
2356,9.2%
2357,50%
2358,3000%
2359,80%
2360,0.1%
2361,-0.1%
2362,0.6%
2363,0.2%
2364,2.1%
2365,2.7%
2366,2.7%
2367,6.9%
2368,3.7%
2369,2.1%
2370,9.6%
2371,0.4%
2372,0.5%
2373,23%
2374,10%
2375,22%
2376,58%
2377,60%
2378,38%
2379,71%
2380,54%
2381,11%
2382,30%
2383,30%
2384,32%
2385,27%
2386,12%
2387,25%
2388,29%
2389,60%
2390,38%
2391,18%
2392,20%
2393,75%
2394,20%
2395,30%
2396,0.5%
2397,0.5%
2398,0.2%
2399,0.4%
2400,0.2%
2401,5%
2402,%
2403,15%
2404,+1.5%
2405,+4.5%
2406,+2.0%
2407,+2.5%
2408,1%
2409,6%
2410,4.46%
2411,2%
2412,1.47%
2413,3.4%
2414,2.75%
2415,20%
2416,10.5%
2417,4.5%
2418,2%
2419,30%
2420,30%
2421,19.6%
2422,10.9%
2423,7%
2424,42.4%
2425,70%
2426,70%
2427,30%
2428,37%
2429,70%
2430,76%
2431,40%
2432,70%
2433,0%
2434,16%
2435,30%
2436,8%
2437,70%
2438,8%
2439,1%
2440,2%
2441,1%
2442,41%
2443,5%
2444,7.9%
2445,100%
2446,3.7%
2447,2.5%
2448,0.9%
2449,1.7%
2450,2.2%
2451,2.3%
2452,52%
2453,43%
2454,1%
2455,1%
2456,50%
2457,1%
2458,1%
2459,7%
2460,10%
2461,19%
2462,18%
2463,1%
2464,30-50%
2465,18.4%
2466,9%
2467,2.3%
2468,17%
2469,1.7%
2470,200%
2471,200%
2472,140%
2473,40%
2474,4%
2475,99%
2476,0.1%
2477,2.4%
2478,5.1%
2479,6.7%
2480,2.1%
2481,7.2%
2482,-2.7%
2483,1.7%
2484,0.5%
2485,5.4%
2486,1%
2487,5%
2488,5.1%
2489,4.4%
2490,1.0%
2491,0.9%
2492,0.7%
2493,3.8%
2494,30%
2495,-40%
2496,70%
2497,50%
2498,37%
2499,5.0%
2500,5.7%
2501,3.7%
2502,8.3%
2503,13.1%
2504,28%
2505,9.7%
2506,17.5%
2507,7.8%
2508,99%
2509,99%
2510,+0.1%
2511,+0.2%
2512,+0.3%
2513,0.3%
2514,0.4%
2515,0.28%
2516,0.55%
2517,0.1%
2518,12%
2519,75%
2520,12%
2521,12%
2522,1%
2523,49%
2524,2.4%
2525,8%
2526,3%
2527,1.39%
2528,10-25%
2529,2%
2530,12.46%
2531,2%
2532,2%
2533,17%
2534,0.6%
2535,0.4%
2536,-1.1%
2537,0.9%
2538,6.2%
2539,4.1%
2540,2%
2541,0.4%
2542,0.27%
2543,97%
2544,25%
2545,-0.1%
2546,-0.1%
2547,1.9%
2548,1.1%
2549,12%
2550,11%
2551,0.1%
2552,0.1%
2553,0.4%
2554,0.0%
2555,4%
2556,4.5%
2557,100%
2558,100%
2559,0.0005%
2560,7.59%
2561,12%
2562,14%
2563,14%
2564,16%
2565,56%
2566,46%
2567,15%
2568,25%
2569,55%
2570,65%
2571,80%
2572,30%
2573,20%
2574,25%
2575,15%
2576,30%
2577,15%
2578,20%
2579,40%
2580,5%
2581,34%
2582,5.4%
2583,3.5%
2584,65%
2585,55.9%
2586,47.1%
2587,50%
2588,8.1%
2589,2%
2590,3%
2591,60%
2592,15%
2593,15%
2594,50%
2595,55%
2596,40%
2597,57%
2598,65%
2599,30%
2600,42%
2601,26%
2602,2%
2603,0.8%
2604,0.2%
2605,1.0%
2606,0.0%
2607,1.1%
2608,0.25%
2609,3.5%
2610,4.2%
2611,3.7%
2612,3.6%
2613,3.4%
2614,0.4%
2615,0.8%
2616,1.6%
2617,1.20%
2618,1.60%
2619,2.90%
2620,0.8%
2621,0.3%
2622,3%
2623,0.8%
2624,0.8%
2625,3%
2626,13%
2627,15%
2628,90%
2629,25%
2630,10%
2631,20%
2632,2%
2633,30%
2634,14%
2635,21%
2636,51%
2637,43%
2638,13%
2639,29%
2640,40%
2641,40%
2642,135%
2643,2.5%
2644,50%
2645,22.5%
2646,12.5%
2647,10%
2648,5%
2649,35%
2650,20%
2651,15%
2652,15%
2653,10%
2654,5%
2655,20%
2656,20%
2657,0.9%
2658,0.7%
2659,0.2%
2660,0.2%
2661,0.6%
2662,0.6%
2663,0.4%
2664,+0.1%
2665,+0.2%
2666,+0.3%
2667,0.3%
2668,0.4%
2669,1.5%
2670,0.1%
2671,2.0%
2672,1.3%
2673,2.0%
2674,0.4%
2675,1.3%
2676,1.2%
2677,0.2%
2678,0.3%
2679,1.2%
2680,0.4%
2681,+8.5%
2682,+2.7%
2683,-4.4%
2684,-2.3%
2685,4.6%
2686,3.9%
2687,4.8%
2688,2.9%
2689,2.3%
2690,1.3%
2691,1.9%
2692,1.2%
2693,0.4%
2694,-6.9%
2695,-6.6%
2696,-5.8%
2697,-5.4%
2698,+10.7%
2699,+10.3%
2700,+9.1%
2701,0.1%
2702,0.2%
2703,0.3%
2704,1%
2705,0.15%
2706,-2.3%
2707,1%
2708,12.98%
2709,18.11%
2710,100%
2711,100%
2712,4%
2713,9%
2714,2.84%
2715,30%
2716,82%
2717,60%
2718,80%
2719,40%
2720,3.15%
2721,%
2722,20%
2723,45%
2724,42%
2725,0.4%
2726,50%
2727,10%
2728,29%
2729,20%
2730,20%
2731,19%
2732,23%
2733,30%
2734,6.0%
2735,0.6%
2736,0.4%
2737,0.6%
2738,0.5%
2739,-0.1%
2740,+0.1%
2741,0.9%
2742,0.6%
2743,-0.6%
2744,-0.4%
2745,+0.8%
2746,1.5%
2747,+2.6%
2748,0.5%
2749,0.3%
2750,-0.1%
2751,0.1%
2752,0.6%
2753,0.3%
2754,0.9%
2755,0.6%
2756,0.4%
2757,1%
2758,0.8%
2759,0.3%
2760,85%
2761,-2.0%
2762,+0.6%
2763,2.1%
2764,6.2%
2765,12.98%
2766,2%
2767,5%
2768,-10%
2769,12.98%
2770,6%
2771,25%
2772,2.5%
2773,5.25%
2774,18%
2775,18%
2776,12%
2777,12%
2778,6%
2779,30%
2780,80%
2781,12.98%
2782,15.73%
2783,130%
2784,100%
2785,28%
2786,21%
2787,17.2%
2788,73%
2789,7.5%
2790,10%
2791,5%
2792,7%
2793,1%
2794,0.3%
2795,78.9%
2796,385%
2797,1%
2798,10%
2799,20%
2800,2.3%
2801,1.1%
2802,3.7%
2803,2.8%
2804,%
2805,0.1%
2806,0.2%
2807,0.5%
2808,0.1%
2809,0.1%
2810,5.9%
2811,4.9%
2812,35%
2813,2%
2814,8.5%
2815,2.7%
2816,76%
2817,153%
2818,153%
2819,20%
2820,4%
2821,0.1%
2822,0.2%
2823,0.6%
2824,2.4%
2825,0.6%
2826,0.3%
2827,-0.1%
2828,44%
2829,0.9%
2830,2.9%
2831,5%
2832,-6%
2833,1%
2834,0.25%
2835,3.7%
2836,1.0%
2837,22%
2838,12.83%
2839,12.83%
2840,12.83%
2841,26%
2842,55%
2843,-0.7%
2844,10%
2845,6.3%
2846,32.6%
2847,25.4%
2848,28%
2849,35%
2850,0.78%
2851,90%
2852,5%
2853,-6%
2854,5%
2855,-6%
2856,50%
2857,2%
2858,-8%
2859,23%
2860,.25%
2861,.3%
2862,-2%
2863,200%
2864,3.4%
2865,99.99%
2866,1.2%
2867,20%
2868,36%
2869,38%
2870,19%
2871,23%
2872,3.2%
2873,9.8%
2874,2-3%
2875,64%
2876,83.5%
2877,84%
2878,79.8%
2879,88%
2880,100%
2881,4.1%
2882,32%
2883,48%
2884,5%
2885,35%
2886,400%
2887,37%
2888,12.2%
2889,17.8%
2890,21%
2891,10%
2892,10%
2893,15.1%
2894,15.4%
2895,13.7%
2896,5%
2897,5%
2898,5%
2899,-0.04%
2900,2.4%
2901,5.1%
2902,6.5%
2903,4%
2904,90%
2905,31%
2906,14%
2907,8.5%
2908,5%
2909,-6%
2910,5%
2911,-6%
2912,1%
2913,8.24%
2914,12.98%
2915,+0.39%
2916,+0.73%
2917,+0.68%
2918,60%
2919,100%
2920,1%
2921,2%
2922,2%
2923,6.5%
2924,2%
2925,50%
2926,12.98%
2927,18%
2928,1.23%
2929,8.85%
2930,20%
2931,+0.46%
2932,0.18%
2933,1.1%
2934,1.4%
2935,+28%
2936,+44%
2937,+27%
2938,+15%
2939,+19%
2940,+10%
2941,0.78%
2942,0.5%
2943,6.5%
2944,1.0%
2945,2%
2946,20%
2947,4.25%
2948,11%
2949,19%
2950,50/62%
2951,47%
2952,50%
2953,5%
2954,18%
2955,124%
2956,-30%
2957,20%
2958,9%
2959,7%
2960,4%
2961,20%
2962,30%
2963,1%
2964,%
2965,58%
2966,48%
2967,12%
2968,11%
2969,7%
2970,23%
2971,111%
2972,13%
2973,8%
2974,6%
2975,5%
2976,8%
2977,4%
2978,13%
2979,11%
2980,2%
2981,3%
2982,50%
2983,7%
2984,4%
2985,1.7%
2986,1.2%
2987,0.8%
2988,0.2%
2989,0.3%
2990,3%
2991,2%
2992,1.5%
2993,1.92%
2994,1.92%
2995,99.5%
2996,0.15%
2997,0.1%
2998,23%
2999,8%
3000,12%
3001,1%
3002,3.5%
3003,2.5%
3004,0.1%
3005,0.2%
3006,30%
3007,70%
3008,2%
3009,1%
3010,6%
3011,25%
3012,0.6%
3013,6%
3014,5%
3015,%
3016,2.4%
3017,10%
3018,20%
3019,30%
3020,0.6%
3021,6%
3022,29%
3023,12%
3024,51%
3025,16%
3026,1.60%
3027,4.46%
3028,4.5%
3029,1.8%
3030,1.5%
3031,2.9%
3032,2.4%
3033,2.4%
3034,9.1%
3035,6.5%
3036,67%
3037,80.9%
3038,100%
3039,96%
3040,3.7%
3041,1.5%
3042,7%
3043,80%
3044,2%
3045,12.4%
3046,70%
3047,2.2%
3048,12.4%
3049,3%
3050,3%
3051,50%
3052,0.7%
3053,2.1%
3054,1.0%
3055,1.6%
3056,1.6%
3057,7.3%
3058,8.1%
3059,7.7%
3060,8%
3061,13.0%
3062,68%
3063,6%
3064,0.7%
3065,6.2%
3066,7.5%
3067,4.3%
3068,3.3%
3069,3%
3070,30%
3071,10%
3072,20%
3073,25%
3074,8%
3075,30%
3076,20-30%
3077,78%
3078,67%
3079,3.85%
3080,8.36%
3081,3.85%
3082,0.1%
3083,0.5%
3084,2%
3085,2%
3086,100%
3087,11.9%
3088,5.3%
3089,5.7%
3090,-5.8%
3091,4.1%
3092,10%
3093,10%
3094,10%
3095,0.9%
3096,0.3%
3097,40%
3098,6.7%
3099,7.1%
3100,6%
3101,2%
3102,3.7%
3103,2.1%
3104,4.9%
3105,25.3%
3106,55%
3107,-2.9%
3108,0.34%
3109,6%
3110,9.00%
3111,-7.67%
3112,81.4%
3113,26.5%
3114,15.9%
3115,15.1%
3116,-1.8%
3117,2.1%
3118,24.1%
3119,16.0%
3120,19-36%
3121,80%
3122,10%
3123,5%
3124,9%
3125,-0.2%
3126,2.4%
3127,5.0%
3128,6.5%
3129,1.0%
3130,30%
3131,38%
3132,32%
3133,37%
3134,31%
3135,4.216%
3136,+2.93%
3137,2.46%
3138,20%
3139,30%
3140,1%
3141,5%
3142,4%
3143,25%
3144,40%
3145,90%
3146,50%
3147,2.1%
3148,33%
3149,2.5%
3150,1%
3151,6.5%
3152,2.5%
3153,58%
3154,5.6%
3155,70%
3156,13%
3157,4%
3158,10%
3159,4.5%
3160,99%
3161,2.5%
3162,1.53%
3163,8%
3164,8%
3165,100%
3166,25%
3167,40%
3168,2%
3169,40%
3170,4%
3171,15%
3172,6%
3173,20%
3174,15%
3175,20%
3176,32%
3177,99.99%
3178,6%
3179,5%
3180,3.4%
3181,2%
3182,2.59%
3183,70%
3184,4.4%
3185,16.2%
3186,60%
3187,-2.78%
3188,3-4%
3189,5-6%
3190,20%
3191,30%
3192,18%
3193,18%
3194,7%
3195,5%
3196,15%
3197,18%
3198,0.3%
3199,3%
3200,6%
3201,40%
3202,60%
3203,45%
3204,60%
3205,35%
3206,100%
3207,-0.5%
3208,12%
3209,0.5%
3210,-50%
3211,40%
3212,40%
3213,60%
3214,4.8%
3215,4.2%
3216,3.8%
3217,30%
3218,2.5%
3219,8%
3220,9.5%
3221,10.67%
3222,15%
3223,2.6%
3224,62%
3225,56%
3226,52%
3227,63%
3228,57%
3229,25%
3230,3%
3231,7%
3232,13.6%
3233,25%
3234,12.98%
3235,8.24%
3236,37%
3237,91.9%
3238,97.5%
3239,8.24%
3240,12.98%
3241,100%
3242,32%
3243,18.11%
3244,90%
3245,20%
3246,0.1%
3247,-0.1%
3248,0.5%
3249,20%
3250,-32%
3251,14%
3252,50%
3253,30%
3254,35%
3255,10%
3256,90%
3257,129%
3258,128%
3259,0.5%
3260,0.1%
3261,2.7%
3262,2.2%
3263,-0.1%
3264,2.5%
3265,40%
3266,4%
3267,110%
3268,120%
3269,116%
3270,120%
3271,12%
3272,12%
3273,125%
3274,8%
3275,12%
3276,4%
3277,8%
3278,125%
3279,8%
3280,3.2%
3281,125%
3282,12%
3283,36.12%
3284,4%
3285,4%
3286,12%
3287,125%
3288,12%
3289,125%
3290,40%
3291,30%
3292,50%
3293,60%
3294,20%
3295,25%
3296,125%
3297,41/4%
3298,41/2%
3299,90%
3300,3%
3301,88%
3302,19%
3303,"17,320%"
3304,2.2%
3305,36%
3306,70%
3307,10%
3308,40%
3309,1%
3310,5%
3311,1%
3312,19%
3313,37%
3314,24%
3315,90%
3316,78%
3317,15%
3318,2%
3319,-4%
3320,17%
3321,-4.7%
3322,1.4%
3323,3%
3324,0.7%
3325,2%
3326,2%
3327,2.4%
3328,3.6%
3329,0.2%
3330,25%
3331,11.9%
3332,-19.9%
3333,11.7%
3334,11.2%
3335,38.7%
3336,2%
3337,47%
3338,51%
3339,58%
3340,.6%
3341,2.1%
3342,2.9%
3343,1.8%
3344,2.2%
3345,0.1%
3346,22%
3347,+0.1%
3348,1.5%
3349,0.6%
3350,2%
3351,80%
3352,15%
3353,88%
3354,19%
3355,"17,320%"
3356,9%
3357,5%
3358,110%
3359,120%
3360,116%
3361,19.8%
3362,25%
3363,50%
3364,20%
3365,30%
3366,129%
3367,128%
3368,129%
3369,128%
3370,50%
3371,2.8%
3372,17.4%
3373,5%
3374,4%
3375,%
3376,2%
3377,1%
3378,5%
3379,5%
3380,1%
3381,5%
3382,5%
3383,1%
3384,5%
3385,6%
3386,5%
3387,2%
3388,4%
3389,5%
3390,1%
3391,5%
3392,5%
3393,5%
3394,2%
3395,2%
3396,7%
3397,5%
3398,7%
3399,1.256%
3400,1.123%
3401,67.7%
3402,70%
3403,8.0%
3404,7.1%
3405,39.9%
3406,33.1%
3407,40%
3408,5%
3409,40%
3410,16%
3411,0.5%
3412,3.6%
3413,0.2%
3414,2.6%
3415,2%
3416,2%
3417,-2%
3418,1.5%
3419,50%
3420,75%
3421,14.11%
3422,53%
3423,13%
3424,4.7%
3425,5.0%
3426,5.2%
3427,1.0%
3428,-5%
3429,1%
3430,30%
3431,30%
3432,30%
3433,70%
3434,10%
3435,30%
3436,1.3%
3437,3.6%
3438,9.25%
3439,1.5%
3440,1.37%
3441,0.6%
3442,-0.1%
3443,0.1%
3444,3.5%
3445,3.7%
3446,2%
3447,2%
3448,2%
3449,2%
3450,1.5%
3451,0.4%
3452,3%
3453,2%
3454,3.25%
3455,5.1%
3456,5%
3457,8%
3458,8%
3459,1.0%
3460,0.1%
3461,0.1%
3462,0.3%
3463,0.5%
3464,0.7%
3465,9%
3466,10%
3467,70%
3468,32%
3469,1%
3470,20%
3471,9.9%
3472,7.8%
3473,10.1%
3474,9%
3475,25.5%
3476,1%
3477,50%
3478,75%
3479,25%
3480,57%
3481,20%
3482,31%
3483,3%
3484,9%
3485,56%
3486,11%
3487,9%
3488,100%
3489,40%
3490,200%
3491,%
3492,30.2%
3493,5.9%
3494,42.4%
3495,4.4%
3496,5%
3497,3.1%
3498,5.0%
3499,2.75%
3500,3.50%
3501,1.75%
3502,1.4%
3503,35%
3504,40%
3505,16%
3506,6%
3507,1%
3508,2%
3509,0.3%
3510,30%
3511,30%
3512,15%
3513,3.7%
3514,60%
3515,80%
3516,22.62%
3517,16%
3518,3%
3519,10%
3520,18.11%
3521,15%
3522,20%
3523,10.2%
3524,2.3%
3525,0.6%
3526,70%
3527,54%
3528,49.7%
3529,4.50%
3530,1.90%
3531,4%
3532,2.0%
3533,2%
3534,10%
3535,7%
3536,90%
3537,10%
3538,6.2%
3539,6.8%
3540,91%
3541,12%
3542,80%
3543,6%
3544,31/2%
3545,3%
3546,0.7%
3547,3%
3548,2%
3549,2%
3550,0.6%
3551,-0.9%
3552,-0.1%
3553,0.0%
3554,2.0%
3555,1.8%
3556,2.0%
3557,1.2%
3558,2.0%
3559,0.6%
3560,2.0%
3561,3.5%
3562,3.4%
3563,6.7%
3564,6.3%
3565,-1.5%
3566,-1.3%
3567,0.5%
3568,0.7%
3569,4.2%
3570,3.5%
3571,2.8%
3572,1.2%
3573,2.1%
3574,1.8%
3575,140%
3576,5%
3577,13%
3578,2%
3579,61%
3580,64%
3581,+100%
3582,17%
3583,%
3584,8%
3585,3%
3586,80%
3587,17%
3588,1%
3589,10%
3590,70%
3591,24%
3592,2.9%
3593,28%
3594,2%
3595,5%
3596,8.6%
3597,13.2%
3598,7.7%
3599,7.9%
3600,2%
3601,2%
3602,6%
3603,20%
3604,0.4%
3605,7.8%
3606,150%
3607,2.5%
3608,45%
3609,7.7%
3610,25%
3611,5%
3612,10%
3613,3%
3614,5%
3615,50%
3616,4%
3617,83%
3618,10%
3619,56%
3620,5%
3621,2%
3622,1%
3623,0.5%
3624,1.5%
3625,2%
3626,0.6%
3627,14.7%
3628,12.8%
3629,13%
3630,3%
3631,4%
3632,11%
3633,2%
3634,5%
3635,6%
3636,+10%
3637,40%
3638,0.12%
3639,0.00005%
3640,40%
3641,20%
3642,70%
3643,1%
3644,0%
3645,0.7%
3646,6%
3647,-1.7%
3648,0.8%
3649,99%
3650,1%
3651,1%
3652,47%
3653,25%
3654,20%
3655,24%
3656,2%
3657,2%
3658,13%
3659,23.8%
3660,10%
3661,-0.6%
3662,2.2%
3663,4.9%
3664,6.3%
3665,10.1%
3666,10.4%
3667,15.7%
3668,17.3%
3669,12.3%
3670,8.7%
3671,+0%
3672,+1.6%
3673,7.5%
3674,8%
3675,7.5%
3676,3.75%
3677,99%
3678,1%
3679,1%
3680,47%
3681,25%
3682,1%
3683,-1.7%
3684,0.8%
3685,10%
3686,9.2%
3687,72%
3688,10%
3689,15%
3690,20%
3691,14%
3692,8%
3693,12%
3694,15%
3695,%
3696,%
3697,%
3698,-11%
3699,0.3%
3700,115%
3701,42.1%
3702,59.0%
3703,79.9%
3704,75.8%
3705,110.9%
3706,31.0%
3707,43.7%
3708,36.8%
3709,75.7%
3710,31.3%
3711,54.9%
3712,57.9%
3713,32.9%
3714,41.7%
3715,43.7%
3716,59.7%
3717,38.1%
3718,67.3%
3719,55.3%
3720,64.7%
3721,76.0%
3722,58.3%
3723,61.5%
3724,83.2%
3725,137.6%
3726,224.5%
3727,21.4%
3728,56.9%
3729,29.1%
3730,45.4%
3731,71.1%
3732,77.9%
3733,127.3%
3734,38.2%
3735,49.9%
3736,60.1%
3737,75.2%
3738,68.6%
3739,95.1%
3740,102.6%
3741,129.3%
3742,36.6%
3743,54.0%
3744,63.5%
3745,84.5%
3746,134.7%
3747,5%
3748,5%
3749,5%
3750,5%
3751,5%
3752,10%
3753,10%
3754,21%
3755,22%
3756,70-80%
3757,0%
3758,10%
3759,1%
3760,12%
3761,373%
3762,1000%
3763,2.4%
3764,130%
3765,11.7%
3766,38.7%
3767,65%
3768,65%
3769,70%
3770,50%
3771,10%
3772,130%
3773,50%
3774,79.9%
3775,4.6%
3776,8%
3777,55%
3778,33%
3779,20%
3780,30%
3781,13%
3782,21%
3783,4.6%
3784,10%
3785,55%
3786,59%
3787,1.8%
3788,150%
3789,4.6%
3790,5.0%
3791,8-10%
3792,4.3%
3793,"15,000%"
3794,"1,400%"
3795,39.6%
3796,8%
3797,3.5%
3798,50%
3799,20%
3800,-1.2%
3801,+0.1%
3802,-1.2%
3803,-3.0%
3804,-1.0%
3805,-1.5%
3806,43%
3807,20%
3808,+1.5%
3809,63%
3810,11.1%
3811,26.4%
3812,26.6%
3813,0.9%
3814,0.8%
3815,0.28%
3816,100%
3817,55%
3818,15%
3819,2%
3820,2%
3821,1%
3822,121%
3823,99%
3824,.4%
3825,50%
3826,60%
3827,5%
3828,6%
3829,2%
3830,12%
3831,10%
3832,12%
3833,5%
3834,95%
3835,46%
3836,29%
3837,57%
3838,2.25%
3839,10%
3840,+2.5%
3841,+1.5%
3842,+1.0%
3843,1.1%
3844,0.4%
3845,2.6%
3846,2.2%
3847,2.4%
3848,7%
3849,1.5%
3850,2.5%
3851,1.5%
3852,2.5%
3853,50%
3854,1.1%
3855,0.5%
3856,1.0%
3857,+0.5%
3858,+0.4%
3859,+0.2%
3860,10%
3861,15%
3862,-25%
3863,10%
3864,0.4%
3865,0.1%
3866,0.4%
3867,0.9%
3868,0.8%
3869,1.3%
3870,1.7%
3871,5%
3872,5%
3873,2%
3874,0.99%
3875,0.6%
3876,0.44%
3877,9.2%
3878,15.6%
3879,8.4%
3880,19.4%
3881,13.1%
3882,10.5%
3883,9.6%
3884,2%
3885,1.1%
3886,0.4%
3887,4.5%
3888,0.7%
3889,1.8%
3890,1.2%
3891,2.4%
3892,75%
3893,85%
3894,12%
3895,80%
3896,0.7%
3897,98%
3898,11.3%
3899,1.25%
3900,3%
3901,60%
3902,4%
3903,%
3904,2%
3905,9%
3906,11%
3907,85%
3908,70%
3909,99%
3910,99%
3911,87%
3912,9.2%
3913,15.6%
3914,8.4%
3915,19.4%
3916,13.1%
3917,10.5%
3918,9.6%
3919,60%
3920,40%
3921,-0.17%
3922,-0.16%
3923,-0.30%
3924,35%
3925,1.45%
3926,7%
3927,0.6%
3928,0.2%
3929,1.9%
3930,4%
3931,6.4%
3932,6.75%
3933,9.9%
3934,60%
3935,40%
3936,20%
3937,5.3%
3938,15%
3939,10%
3940,50.0%
3941,44.2%
3942,18.8%
3943,21.1%
3944,31.2%
3945,34.7%
3946,31.2%
3947,23.1%
3948,30%
3949,6.75%
3950,9.9%
3951,15%
3952,25%
3953,6.75%
3954,9.9%
3955,10%
3956,10%
3957,30%
3958,"5,000%"
3959,300%
3960,"12,000%"
3961,90%
3962,20%
3963,50%
3964,3.5%
3965,0.5%
3966,20%
3967,15%
3968,25%
3969,35.4%
3970,54.3%
3971,10%
3972,20%
3973,40%
3974,30%
3975,9%
3976,42%
3977,60%
3978,10%
3979,5-6%
3980,25%
3981,-7%
3982,5%
3983,14.1%
3984,6.2%
3985,56%
3986,57%
3987,56%
3988,5%
3989,0.5%
3990,1%
3991,50%
3992,75%
3993,12%
3994,5%
3995,0.5%
3996,15%
3997,4%
3998,14%
3999,7%
4000,2.3%
4001,1.7%
4002,4.7%
4003,5.4%
4004,6%
4005,2.5%
4006,2.5%
4007,14%
4008,4%
4009,9.9%
4010,9.9%
4011,21%
4012,10%
4013,6.5%
4014,50%
4015,95%
4016,10%
4017,15%
4018,3%
4019,100%
4020,31%
4021,4%
4022,14%
4023,7%
4024,7.7%
4025,3%
4026,2.7%
4027,2.6%
4028,1%
4029,1%
4030,0.9%
4031,0.1%
4032,0.2%
4033,0.7%
4034,120%
4035,2.4%
4036,21.8%
4037,4%
4038,1.30%
4039,-1.25%
4040,-5.50%
4041,-6.00%
4042,-7.50%
4043,0%
4044,6.75%
4045,9.9%
4046,6.75%
4047,9.9%
4048,8.2%
4049,8.0%
4050,-2.9%
4051,+0.9%
4052,+11.9%
4053,16%
4054,20%
4055,20%
4056,1%
4057,2%
4058,7%
4059,1%
4060,37%
4061,1%
4062,47%
4063,1%
4064,6%
4065,5%
4066,8%
4067,1%
4068,2%
4069,47%
4070,100%
4071,80%
4072,10%
4073,10%
4074,2%
4075,15%
4076,8%
4077,2%
4078,8%
4079,7.4%
4080,5.3%
4081,76%
4082,85%
4083,73%
4084,1.2%
4085,0.6%
4086,0.6%
4087,1.2%
4088,5%
4089,5%
4090,4.39%
4091,-1.25%
4092,0.1%
4093,0.5%
4094,0.8%
4095,1%
4096,8%
4097,50%
4098,8.4%
4099,2%
4100,6%
4101,40%
4102,400%
4103,20%
4104,45%
4105,20%
4106,10%
4107,46%
4108,41%
4109,36%
4110,10%
4111,29%
4112,73%
4113,36%
4114,41%
4115,26%
4116,23%
4117,60%
4118,38%
4119,34%
4120,10%
4121,66%
4122,9.9%
4123,15%
4124,3%
4125,0.6%
4126,0.8%
4127,1%
4128,0.5%
4129,0.24%
4130,6%
4131,8.59%
4132,-7.18%
4133,-7.30%
4134,1%
4135,5.56%
4136,4.24%
4137,7.43%
4138,5.46%
4139,5.39%
4140,6%
4141,2.1%
4142,8%
4143,3.5%
4144,10%
4145,2.1%
4146,8%
4147,3.5%
4148,10%
4149,100%
4150,13%
4151,8%
4152,21%
4153,10%
4154,8%
4155,6%
4156,2%
4157,6%
4158,-8%
4159,10-20%
4160,5%
4161,0.2%
4162,1.5%
4163,6.5%
4164,9.9%
4165,%
4166,20%
4167,%
4168,2.35%
4169,34%
4170,2.6%
4171,2.4%
4172,1.8%
4173,2.1%
4174,2.0%
4175,1%
